Indicator,Year,STATE,AGE,STD
Primary and Secondary Syphilis,2007,Arizona,15-19,15
Primary and Secondary Syphilis,2008,Arizona,0-14,1
Primary and Secondary Syphilis,2008,Arizona,15-19,14
Primary and Secondary Syphilis,2009,Arizona,0-14,0
Primary and Secondary Syphilis,2009,Arizona,15-19,11
Primary and Secondary Syphilis,2010,Arizona,0-14,0
Primary and Secondary Syphilis,2010,Arizona,15-19,16
Primary and Secondary Syphilis,2011,Arizona,0-14,0
Primary and Secondary Syphilis,2011,Arizona,15-19,17
Primary and Secondary Syphilis,2012,Arizona,0-14,0
Primary and Secondary Syphilis,2012,Arizona,15-19,15
Primary and Secondary Syphilis,2013,Arizona,0-14,0
Primary and Secondary Syphilis,2013,Arizona,15-19,11
Primary and Secondary Syphilis,2014,Arizona,0-14,0
Primary and Secondary Syphilis,2014,Arizona,15-19,32
Primary and Secondary Syphilis,2015,Arizona,0-14,0
Primary and Secondary Syphilis,2015,Arizona,15-19,27
Primary and Secondary Syphilis,2016,Arizona,0-14,0
Primary and Secondary Syphilis,2016,Arizona,15-19,44
Primary and Secondary Syphilis,2017,Arizona,0-14,1
Primary and Secondary Syphilis,2017,Arizona,15-19,43
Primary and Secondary Syphilis,2018,Arizona,0-14,1
Primary and Secondary Syphilis,2018,Arizona,15-19,62
Primary and Secondary Syphilis,2019,Arizona,0-14,1
Primary and Secondary Syphilis,2019,Arizona,15-19,59
Primary and Secondary Syphilis,2020,Arizona,0-14,0
Primary and Secondary Syphilis,2020,Arizona,15-19,76
Primary and Secondary Syphilis,2021,Arizona,0-14,0
Primary and Secondary Syphilis,2021,Arizona,15-19,70
Chlamydia,2000,Arkansas,0-14,161
Chlamydia,2000,Arkansas,15-19,"2,611"
Chlamydia,2001,Arkansas,0-14,183
Chlamydia,2001,Arkansas,15-19,"2,946"
Chlamydia,2002,Arkansas,0-14,206
Chlamydia,2002,Arkansas,15-19,"2,990"
Chlamydia,2003,Arkansas,0-14,181
Chlamydia,2003,Arkansas,15-19,"3,139"
Chlamydia,2004,Arkansas,0-14,185
Chlamydia,2004,Arkansas,15-19,"3,069"
Chlamydia,2005,Arkansas,0-14,220
Chlamydia,2005,Arkansas,15-19,"3,455"
Chlamydia,2006,Arkansas,0-14,184
Chlamydia,2006,Arkansas,15-19,"3,394"
Chlamydia,2007,Arkansas,0-14,171
Chlamydia,2007,Arkansas,15-19,"3,883"
Chlamydia,2008,Arkansas,0-14,234
Chlamydia,2008,Arkansas,15-19,"5,408"
Chlamydia,2009,Arkansas,0-14,219
Chlamydia,2009,Arkansas,15-19,"5,607"
Chlamydia,2010,Arkansas,0-14,227
Chlamydia,2010,Arkansas,15-19,"5,700"
Chlamydia,2011,Arkansas,0-14,222
Chlamydia,2011,Arkansas,15-19,"5,975"
Chlamydia,2012,Arkansas,0-14,240
Chlamydia,2012,Arkansas,15-19,"5,965"
Chlamydia,2013,Arkansas,0-14,157
Chlamydia,2013,Arkansas,15-19,"5,069"
Chlamydia,2014,Arkansas,0-14,176
Chlamydia,2014,Arkansas,15-19,"4,938"
Chlamydia,2015,Arkansas,0-14,165
Chlamydia,2015,Arkansas,15-19,"4,990"
Chlamydia,2016,Arkansas,0-14,178
Chlamydia,2016,Arkansas,15-19,"5,304"
Chlamydia,2017,Arkansas,0-14,191
Chlamydia,2017,Arkansas,15-19,"5,487"
Chlamydia,2018,Arkansas,0-14,152
Chlamydia,2018,Arkansas,15-19,"5,444"
Chlamydia,2019,Arkansas,0-14,150
Chlamydia,2019,Arkansas,15-19,"5,193"
Chlamydia,2020,Arkansas,0-14,132
Chlamydia,2020,Arkansas,15-19,"4,887"
Chlamydia,2021,Arkansas,0-14,179
Chlamydia,2021,Arkansas,15-19,"5,244"
"Early Non-Primary, Non-Secondary Syphilis",2000,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Arkansas,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Arkansas,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Arkansas,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Arkansas,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2004,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Arkansas,15-19,8
"Early Non-Primary, Non-Secondary Syphilis",2005,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Arkansas,15-19,11
"Early Non-Primary, Non-Secondary Syphilis",2006,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Arkansas,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2007,Arkansas,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2007,Arkansas,15-19,10
"Early Non-Primary, Non-Secondary Syphilis",2008,Arkansas,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2008,Arkansas,15-19,14
"Early Non-Primary, Non-Secondary Syphilis",2009,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Arkansas,15-19,23
"Early Non-Primary, Non-Secondary Syphilis",2010,Arkansas,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2010,Arkansas,15-19,32
"Early Non-Primary, Non-Secondary Syphilis",2011,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Arkansas,15-19,23
"Early Non-Primary, Non-Secondary Syphilis",2012,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Arkansas,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2013,Arkansas,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2013,Arkansas,15-19,8
"Early Non-Primary, Non-Secondary Syphilis",2014,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Arkansas,15-19,13
"Early Non-Primary, Non-Secondary Syphilis",2015,Arkansas,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2015,Arkansas,15-19,15
"Early Non-Primary, Non-Secondary Syphilis",2016,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Arkansas,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2017,Arkansas,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2017,Arkansas,15-19,20
"Early Non-Primary, Non-Secondary Syphilis",2018,Arkansas,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2018,Arkansas,15-19,21
"Early Non-Primary, Non-Secondary Syphilis",2019,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Arkansas,15-19,14
"Early Non-Primary, Non-Secondary Syphilis",2020,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Arkansas,15-19,27
"Early Non-Primary, Non-Secondary Syphilis",2021,Arkansas,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Arkansas,15-19,19
Gonorrhea,2000,Arkansas,0-14,71
Gonorrhea,2000,Arkansas,15-19,"1,105"
Gonorrhea,2001,Arkansas,0-14,85
Gonorrhea,2001,Arkansas,15-19,"1,330"
Gonorrhea,2002,Arkansas,0-14,111
Gonorrhea,2002,Arkansas,15-19,"1,415"
Gonorrhea,2003,Arkansas,0-14,97
Gonorrhea,2003,Arkansas,15-19,"1,167"
Gonorrhea,2004,Arkansas,0-14,105
Gonorrhea,2004,Arkansas,15-19,"1,169"
Gonorrhea,2005,Arkansas,0-14,102
Gonorrhea,2005,Arkansas,15-19,"1,286"
Gonorrhea,2006,Arkansas,0-14,78
Gonorrhea,2006,Arkansas,15-19,"1,330"
Gonorrhea,2007,Arkansas,0-14,67
Gonorrhea,2007,Arkansas,15-19,"1,323"
Gonorrhea,2008,Arkansas,0-14,82
Gonorrhea,2008,Arkansas,15-19,"1,496"
Gonorrhea,2009,Arkansas,0-14,57
Gonorrhea,2009,Arkansas,15-19,"1,514"
Gonorrhea,2010,Arkansas,0-14,58
Gonorrhea,2010,Arkansas,15-19,"1,541"
Gonorrhea,2011,Arkansas,0-14,54
Gonorrhea,2011,Arkansas,15-19,"1,443"
Gonorrhea,2012,Arkansas,0-14,60
Gonorrhea,2012,Arkansas,15-19,"1,288"
Gonorrhea,2013,Arkansas,0-14,37
Gonorrhea,2013,Arkansas,15-19,"1,059"
Gonorrhea,2014,Arkansas,0-14,38
Gonorrhea,2014,Arkansas,15-19,"1,096"
Gonorrhea,2015,Arkansas,0-14,55
Gonorrhea,2015,Arkansas,15-19,"1,098"
Gonorrhea,2016,Arkansas,0-14,55
Gonorrhea,2016,Arkansas,15-19,"1,320"
Gonorrhea,2017,Arkansas,0-14,56
Gonorrhea,2017,Arkansas,15-19,"1,561"
Gonorrhea,2018,Arkansas,0-14,53
Gonorrhea,2018,Arkansas,15-19,"1,578"
Gonorrhea,2019,Arkansas,0-14,34
Gonorrhea,2019,Arkansas,15-19,"1,453"
Gonorrhea,2020,Arkansas,0-14,45
Gonorrhea,2020,Arkansas,15-19,"1,641"
Gonorrhea,2021,Arkansas,0-14,48
Gonorrhea,2021,Arkansas,15-19,"1,670"
Primary and Secondary Syphilis,2000,Arkansas,0-14,0
Primary and Secondary Syphilis,2000,Arkansas,15-19,16
Primary and Secondary Syphilis,2001,Arkansas,0-14,0
Primary and Secondary Syphilis,2001,Arkansas,15-19,5
Primary and Secondary Syphilis,2002,Arkansas,0-14,0
Primary and Secondary Syphilis,2002,Arkansas,15-19,1
Primary and Secondary Syphilis,2003,Arkansas,0-14,0
Primary and Secondary Syphilis,2003,Arkansas,15-19,8
Primary and Secondary Syphilis,2004,Arkansas,0-14,1
Primary and Secondary Syphilis,2004,Arkansas,15-19,14
Primary and Secondary Syphilis,2005,Arkansas,0-14,0
Primary and Secondary Syphilis,2005,Arkansas,15-19,10
Primary and Secondary Syphilis,2006,Arkansas,0-14,0
Primary and Secondary Syphilis,2006,Arkansas,15-19,5
Primary and Secondary Syphilis,2007,Arkansas,0-14,0
Primary and Secondary Syphilis,2007,Arkansas,15-19,11
Primary and Secondary Syphilis,2008,Arkansas,0-14,1
Primary and Secondary Syphilis,2008,Arkansas,15-19,11
Primary and Secondary Syphilis,2009,Arkansas,0-14,0
Primary and Secondary Syphilis,2009,Arkansas,15-19,30
Primary and Secondary Syphilis,2010,Arkansas,0-14,1
Primary and Secondary Syphilis,2010,Arkansas,15-19,17
Primary and Secondary Syphilis,2011,Arkansas,0-14,4
Primary and Secondary Syphilis,2011,Arkansas,15-19,16
Primary and Secondary Syphilis,2012,Arkansas,0-14,1
Primary and Secondary Syphilis,2012,Arkansas,15-19,17
Primary and Secondary Syphilis,2013,Arkansas,0-14,0
Primary and Secondary Syphilis,2013,Arkansas,15-19,7
Primary and Secondary Syphilis,2014,Arkansas,0-14,0
Primary and Secondary Syphilis,2014,Arkansas,15-19,9
Primary and Secondary Syphilis,2015,Arkansas,0-14,0
Primary and Secondary Syphilis,2015,Arkansas,15-19,13
Primary and Secondary Syphilis,2016,Arkansas,0-14,1
Primary and Secondary Syphilis,2016,Arkansas,15-19,4
Primary and Secondary Syphilis,2017,Arkansas,0-14,0
Primary and Secondary Syphilis,2017,Arkansas,15-19,20
Primary and Secondary Syphilis,2018,Arkansas,0-14,0
Primary and Secondary Syphilis,2018,Arkansas,15-19,13
Primary and Secondary Syphilis,2019,Arkansas,0-14,2
Primary and Secondary Syphilis,2019,Arkansas,15-19,24
Primary and Secondary Syphilis,2020,Arkansas,0-14,1
Primary and Secondary Syphilis,2020,Arkansas,15-19,37
Primary and Secondary Syphilis,2021,Arkansas,0-14,1
Primary and Secondary Syphilis,2021,Arkansas,15-19,50
Chlamydia,2000,California,0-14,"1,632"
Chlamydia,2000,California,15-19,"30,383"
Chlamydia,2001,California,0-14,"1,553"
Chlamydia,2001,California,15-19,"31,585"
Chlamydia,2002,California,0-14,"1,808"
Chlamydia,2002,California,15-19,"32,837"
Chlamydia,2003,California,0-14,"1,466"
Chlamydia,2003,California,15-19,"34,484"
Chlamydia,2004,California,0-14,"1,575"
Chlamydia,2004,California,15-19,"35,469"
Chlamydia,2005,California,0-14,"1,408"
Chlamydia,2005,California,15-19,"38,038"
Chlamydia,2006,California,0-14,"1,385"
Chlamydia,2006,California,15-19,"39,282"
Chlamydia,2007,California,0-14,"1,326"
Chlamydia,2007,California,15-19,"41,212"
Chlamydia,2008,California,0-14,"1,361"
Chlamydia,2008,California,15-19,"43,220"
Chlamydia,2009,California,0-14,"1,199"
Chlamydia,2009,California,15-19,"41,840"
Chlamydia,2010,California,0-14,"1,144"
Chlamydia,2010,California,15-19,"40,956"
Chlamydia,2011,California,0-14,"1,204"
Chlamydia,2011,California,15-19,"43,022"
Chlamydia,2012,California,0-14,"1,031"
Chlamydia,2012,California,15-19,"39,703"
Chlamydia,2013,California,0-14,921
Chlamydia,2013,California,15-19,"36,969"
Chlamydia,2014,California,0-14,802
Chlamydia,2014,California,15-19,"35,011"
Chlamydia,2015,California,0-14,775
Chlamydia,2015,California,15-19,"35,825"
Chlamydia,2016,California,0-14,804
Chlamydia,2016,California,15-19,"36,668"
Chlamydia,2017,California,0-14,749
Chlamydia,2017,California,15-19,"40,306"
Chlamydia,2018,California,0-14,792
Chlamydia,2018,California,15-19,"41,600"
Chlamydia,2019,California,0-14,860
Chlamydia,2019,California,15-19,"41,037"
Chlamydia,2020,California,0-14,664
Chlamydia,2020,California,15-19,"30,006"
Chlamydia,2021,California,0-14,588
Chlamydia,2021,California,15-19,"29,261"
"Early Non-Primary, Non-Secondary Syphilis",2000,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,California,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,California,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,California,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2003,California,15-19,19
"Early Non-Primary, Non-Secondary Syphilis",2004,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,California,15-19,29
"Early Non-Primary, Non-Secondary Syphilis",2005,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,California,15-19,35
"Early Non-Primary, Non-Secondary Syphilis",2006,California,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2006,California,15-19,39
"Early Non-Primary, Non-Secondary Syphilis",2007,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,California,15-19,55
"Early Non-Primary, Non-Secondary Syphilis",2008,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2008,California,15-19,58
"Early Non-Primary, Non-Secondary Syphilis",2009,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2009,California,15-19,44
"Early Non-Primary, Non-Secondary Syphilis",2010,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2010,California,15-19,60
"Early Non-Primary, Non-Secondary Syphilis",2011,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2011,California,15-19,65
"Early Non-Primary, Non-Secondary Syphilis",2012,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2012,California,15-19,64
"Early Non-Primary, Non-Secondary Syphilis",2013,California,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2013,California,15-19,80
"Early Non-Primary, Non-Secondary Syphilis",2014,California,0-14,3
"Early Non-Primary, Non-Secondary Syphilis",2014,California,15-19,78
"Early Non-Primary, Non-Secondary Syphilis",2015,California,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2015,California,15-19,106
"Early Non-Primary, Non-Secondary Syphilis",2016,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2016,California,15-19,125
"Early Non-Primary, Non-Secondary Syphilis",2017,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,California,15-19,178
"Early Non-Primary, Non-Secondary Syphilis",2018,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2018,California,15-19,194
"Early Non-Primary, Non-Secondary Syphilis",2019,California,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2019,California,15-19,200
"Early Non-Primary, Non-Secondary Syphilis",2020,California,0-14,3
"Early Non-Primary, Non-Secondary Syphilis",2020,California,15-19,169
"Early Non-Primary, Non-Secondary Syphilis",2021,California,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,California,15-19,182
Gonorrhea,2000,California,0-14,323
Gonorrhea,2000,California,15-19,"4,655"
Gonorrhea,2001,California,0-14,333
Gonorrhea,2001,California,15-19,"5,053"
Gonorrhea,2002,California,0-14,348
Gonorrhea,2002,California,15-19,"5,162"
Gonorrhea,2003,California,0-14,299
Gonorrhea,2003,California,15-19,"5,436"
Gonorrhea,2004,California,0-14,364
Gonorrhea,2004,California,15-19,"6,179"
Gonorrhea,2005,California,0-14,368
Gonorrhea,2005,California,15-19,"7,297"
Gonorrhea,2006,California,0-14,345
Gonorrhea,2006,California,15-19,"7,239"
Gonorrhea,2007,California,0-14,293
Gonorrhea,2007,California,15-19,"7,182"
Gonorrhea,2008,California,0-14,252
Gonorrhea,2008,California,15-19,"5,895"
Gonorrhea,2009,California,0-14,150
Gonorrhea,2009,California,15-19,"4,742"
Gonorrhea,2010,California,0-14,194
Gonorrhea,2010,California,15-19,"5,121"
Gonorrhea,2011,California,0-14,174
Gonorrhea,2011,California,15-19,"4,839"
Gonorrhea,2012,California,0-14,167
Gonorrhea,2012,California,15-19,"4,914"
Gonorrhea,2013,California,0-14,155
Gonorrhea,2013,California,15-19,"5,103"
Gonorrhea,2014,California,0-14,172
Gonorrhea,2014,California,15-19,"5,693"
Gonorrhea,2015,California,0-14,180
Gonorrhea,2015,California,15-19,"6,106"
Gonorrhea,2016,California,0-14,200
Gonorrhea,2016,California,15-19,"6,393"
Gonorrhea,2017,California,0-14,177
Gonorrhea,2017,California,15-19,"7,260"
Gonorrhea,2018,California,0-14,205
Gonorrhea,2018,California,15-19,"6,976"
Gonorrhea,2019,California,0-14,195
Gonorrhea,2019,California,15-19,"6,836"
Gonorrhea,2020,California,0-14,198
Gonorrhea,2020,California,15-19,"6,822"
Gonorrhea,2021,California,0-14,212
Gonorrhea,2021,California,15-19,"7,441"
Primary and Secondary Syphilis,2000,California,0-14,1
Primary and Secondary Syphilis,2000,California,15-19,8
Primary and Secondary Syphilis,2001,California,0-14,0
Primary and Secondary Syphilis,2001,California,15-19,19
Primary and Secondary Syphilis,2002,California,0-14,4
Primary and Secondary Syphilis,2002,California,15-19,16
Primary and Secondary Syphilis,2003,California,0-14,3
Primary and Secondary Syphilis,2003,California,15-19,19
Primary and Secondary Syphilis,2004,California,0-14,3
Primary and Secondary Syphilis,2004,California,15-19,19
Primary and Secondary Syphilis,2005,California,0-14,0
Primary and Secondary Syphilis,2005,California,15-19,34
Primary and Secondary Syphilis,2006,California,0-14,1
Primary and Secondary Syphilis,2006,California,15-19,53
Primary and Secondary Syphilis,2007,California,0-14,0
Primary and Secondary Syphilis,2007,California,15-19,58
Primary and Secondary Syphilis,2008,California,0-14,0
Primary and Secondary Syphilis,2008,California,15-19,75
Primary and Secondary Syphilis,2009,California,0-14,1
Primary and Secondary Syphilis,2009,California,15-19,66
Primary and Secondary Syphilis,2010,California,0-14,3
Primary and Secondary Syphilis,2010,California,15-19,76
Primary and Secondary Syphilis,2011,California,0-14,1
Primary and Secondary Syphilis,2011,California,15-19,85
Primary and Secondary Syphilis,2012,California,0-14,0
Primary and Secondary Syphilis,2012,California,15-19,93
Primary and Secondary Syphilis,2013,California,0-14,5
Primary and Secondary Syphilis,2013,California,15-19,141
Primary and Secondary Syphilis,2014,California,0-14,0
Primary and Secondary Syphilis,2014,California,15-19,156
Primary and Secondary Syphilis,2015,California,0-14,2
Primary and Secondary Syphilis,2015,California,15-19,198
Primary and Secondary Syphilis,2016,California,0-14,6
Primary and Secondary Syphilis,2016,California,15-19,223
Primary and Secondary Syphilis,2017,California,0-14,4
Primary and Secondary Syphilis,2017,California,15-19,274
Primary and Secondary Syphilis,2018,California,0-14,2
Primary and Secondary Syphilis,2018,California,15-19,328
Primary and Secondary Syphilis,2019,California,0-14,2
Primary and Secondary Syphilis,2019,California,15-19,297
Primary and Secondary Syphilis,2020,California,0-14,3
Primary and Secondary Syphilis,2020,California,15-19,257
Primary and Secondary Syphilis,2021,California,0-14,2
Primary and Secondary Syphilis,2021,California,15-19,277
Chlamydia,2000,Colorado,0-14,199
Chlamydia,2000,Colorado,15-19,"3,102"
Chlamydia,2001,Colorado,0-14,227
Chlamydia,2001,Colorado,15-19,"4,400"
Chlamydia,2002,Colorado,0-14,246
Chlamydia,2002,Colorado,15-19,"4,603"
Chlamydia,2003,Colorado,0-14,191
Chlamydia,2003,Colorado,15-19,"3,983"
Chlamydia,2004,Colorado,0-14,212
Chlamydia,2004,Colorado,15-19,"4,261"
Chlamydia,2005,Colorado,0-14,184
Chlamydia,2005,Colorado,15-19,"4,691"
Chlamydia,2006,Colorado,0-14,172
Chlamydia,2006,Colorado,15-19,"4,629"
Chlamydia,2007,Colorado,0-14,215
Chlamydia,2007,Colorado,15-19,"5,389"
Chlamydia,2008,Colorado,0-14,229
Chlamydia,2008,Colorado,15-19,"6,103"
Chlamydia,2009,Colorado,0-14,224
Chlamydia,2009,Colorado,15-19,"6,278"
Chlamydia,2010,Colorado,0-14,223
Chlamydia,2010,Colorado,15-19,"5,956"
Chlamydia,2011,Colorado,0-14,205
Chlamydia,2011,Colorado,15-19,"6,441"
Chlamydia,2012,Colorado,0-14,177
Chlamydia,2012,Colorado,15-19,"6,104"
Chlamydia,2013,Colorado,0-14,150
Chlamydia,2013,Colorado,15-19,"5,317"
Chlamydia,2014,Colorado,0-14,143
Chlamydia,2014,Colorado,15-19,"5,390"
Chlamydia,2015,Colorado,0-14,138
Chlamydia,2015,Colorado,15-19,"5,696"
Chlamydia,2016,Colorado,0-14,145
Chlamydia,2016,Colorado,15-19,"6,070"
Chlamydia,2017,Colorado,0-14,153
Chlamydia,2017,Colorado,15-19,"6,610"
Chlamydia,2018,Colorado,0-14,211
Chlamydia,2018,Colorado,15-19,"7,299"
Chlamydia,2019,Colorado,0-14,186
Chlamydia,2019,Colorado,15-19,"7,493"
Chlamydia,2020,Colorado,0-14,152
Chlamydia,2020,Colorado,15-19,"6,472"
Chlamydia,2021,Colorado,0-14,153
Chlamydia,2021,Colorado,15-19,"6,056"
"Early Non-Primary, Non-Secondary Syphilis",2000,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Colorado,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Colorado,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Colorado,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Colorado,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2004,Colorado,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2004,Colorado,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Colorado,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2006,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Colorado,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2007,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Colorado,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2008,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Colorado,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2009,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Colorado,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2010,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Colorado,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2011,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Colorado,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2012,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Colorado,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2013,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Colorado,15-19,5
"Early Non-Primary, Non-Secondary Syphilis",2014,Colorado,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Colorado,15-19,3
